!omamer-version: 2.0.4
!query-md5: 0ba3df64bec478a636fba2733128daa1
!date-run: 2024-10-16T09:35:19.332361
!db-path: DB/LUCA.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: LUCA
!db-info-database_hash: c259ac11f2fe04d44b5e031a6ec1b496
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A0A4U1F5W5|A0A4U1F5W5_MONMO	HOG:E0778148.1c.2a	Vertebrata	2702.3306489533584	495	0.995959507551585	0.9898965758818251	196	503	553	1.0
tr|A0A4U1F613|A0A4U1F613_MONMO	HOG:E0806030.6b.4b.5c.9b.4a	Euteleostomi	715.9529995184272	206	0.9262904667025897	0.7702670901085645	57	228	2725	0.9295154185022027
tr|A0A4U1F646|A0A4U1F646_MONMO	HOG:E0736488	Tetrapoda	1720.0620308802295	224	0.8028205115655871	0.8028661550338351	224	285	233	0.8274647887323944
tr|A0A4U1F7B3|A0A4U1F7B3_MONMO	HOG:E0753435.1b.1b	Eutheria	3598.905337010846	530	0.915303311695102	0.7365578809574852	137	585	550	1.0
tr|A0A4U1F7E6|A0A4U1F7E6_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	227	N/A	N/A
tr|A0A4U1F7E7|A0A4U1F7E7_MONMO	HOG:E0724102	Boreoeutheria	2307.825564987187	290	0.7416476056645	0.7416873154185629	290	397	360	0.9116161616161617
tr|A0A4U1F7P6|A0A4U1F7P6_MONMO	HOG:E0745734.1b	Euteleostomi	2971.7097333742176	520	0.9267377457387956	0.9259849378597722	513	567	623	1.0
tr|A0A4U1F8A4|A0A4U1F8A4_MONMO	HOG:E0803012.8c.19k.12b.29b	Amniota	2519.9296260957854	557	0.9533593706929502	0.9018144731362008	248	590	584	1.0
tr|A0A4U1F944|A0A4U1F944_MONMO	HOG:E0726662.2c	Boreoeutheria	3478.310487032352	471	0.8770461817000185	0.822100539087685	305	593	633	0.9797297297297297
tr|A0A4U1F996|A0A4U1F996_MONMO	HOG:E0756164.1a.2a	Euteleostomi	3043.396353204128	473	1.0	0.9999983821532683	225	481	474	1.0
tr|A0A4U1F9L7|A0A4U1F9L7_MONMO	HOG:E0754023.1c.3b	Tetrapoda	460.3115981939999	84	0.8396531755555204	0.8131810656498908	74	106	825	0.9238095238095239
tr|A0A4U1FAW3|A0A4U1FAW3_MONMO	HOG:E0746809.8a	Boreoeutheria	3533.076810462583	563	0.8659966463454878	0.5372331085219413	101	656	600	1.0
tr|A0A4U1FBJ6|A0A4U1FBJ6_MONMO	HOG:E0789122.1a.2a.1a.1a	Vertebrata	1600.7796962401046	341	0.9161228266759495	0.8888822819011584	248	378	501	0.986737400530504
tr|A0A4U1FBM1|A0A4U1FBM1_MONMO	HOG:E0777869	Eumetazoa	2280.103821360882	421	0.8045116773032817	0.8049583674977562	421	529	715	0.8087121212121212
tr|A0A4U1FCU5|A0A4U1FCU5_MONMO	HOG:E0815645.3e.14e.25b	Chordata	1127.2108515195666	237	0.9438563534795349	0.9214634457657206	176	257	253	0.984375
tr|A0A4U1FDQ1|A0A4U1FDQ1_MONMO	HOG:E0761477.1b.2b.2b	Amniota	955.2231905961348	153	0.6508291513073889	0.33333225724409826	41	241	187	0.6583333333333333
tr|A0A4U1FF78|A0A4U1FF78_MONMO	HOG:E0790032.3a.4b	Boreoeutheria	1174.5592907246755	173	1.0	0.9999993184445318	27	179	259	1.0
tr|A0A4U1FFB8|A0A4U1FFB8_MONMO	HOG:E0762001.1a.1f	Vertebrata	490.001442310686	112	0.4963392580231495	0.15037442176634078	20	231	449	0.7956521739130434
tr|A0A4U1FFM8|A0A4U1FFM8_MONMO	HOG:E0789518.2b	Gnathostomata	3227.0947792300744	592	0.9350171126750209	0.89294008178666	342	639	592	1.0
tr|A0A4U1FHC7|A0A4U1FHC7_MONMO	HOG:E0748874.1a	Euteleostomi	851.9118320669515	101	1.0	0.9999992880957806	94	107	107	1.0
tr|A0A4U1FHQ1|A0A4U1FHQ1_MONMO	HOG:E0733159.1a.1b	Eutheria	429.2373308545601	72	0.7420037048146235	0.3902427285234953	16	103	446	1.0
tr|A0A4U1FJX6|A0A4U1FJX6_MONMO	HOG:E0814599.8b.4a	Theria	664.6854735071715	102	0.8428507551560568	0.441176131263367	15	127	169	0.8492063492063492
tr|A0A4U1FLN6|A0A4U1FLN6_MONMO	HOG:E0801880.10k.47d.58a.45a	Euteleostomi	2372.8130282427655	774	0.91527807019316	0.8120069017775218	311	849	868	0.9952830188679245
tr|A0A4U1FLN9|A0A4U1FLN9_MONMO	HOG:E0777848.4at	Bilateria	685.9278442038824	140	0.853036516801621	0.7952752589749301	101	170	230	0.893491124260355
tr|A0A4U1FLP8|A0A4U1FLP8_MONMO	HOG:E0777989.4c.14a.9a.3a.5a	Cetacea	1761.6830580157523	356	0.9971799303233114	0.8999999906370875	9	363	249	0.9972375690607734
tr|A0A4U1FMY8|A0A4U1FMY8_MONMO	HOG:E0801468.10dfy.5365f.4203b	Vertebrata	59.61812041801691	431	0.8122655443245488	0.42857104662916484	33	459	424	1.0
tr|A0A4U1FNP4|A0A4U1FNP4_MONMO	HOG:E0802038.4e.20b.9a.8b.9a	Artiodactyla	2102.221560916362	485	0.9213026938361832	0.42045443761962065	37	532	505	0.9642184557438794
tr|A0A4U1FPF6|A0A4U1FPF6_MONMO	HOG:E0755668.2b.1a.4b	Amniota	1671.187818635821	277	0.9822321990301028	0.9671012597055951	147	288	464	1.0
tr|A0A4U1FQ26|A0A4U1FQ26_MONMO	HOG:E0734896.1b	Laurasiatheria	2552.1438171702243	351	0.8396488419119221	0.5165559407657933	78	424	752	1.0
tr|A0A4U1FQ65|A0A4U1FQ65_MONMO	HOG:E0749123	Gnathostomata	3807.924215011488	666	0.8524601682941424	0.8527420683720955	666	787	711	1.0
tr|A0A4U1FQD5|A0A4U1FQD5_MONMO	HOG:E0759057.2a.4b	Boreoeutheria	6054.006752949944	1092	0.961140675437916	0.8528405064108991	255	1143	1081	1.0
tr|A0A4U1FQJ3|A0A4U1FQJ3_MONMO	HOG:E0731686	Mammalia	1280.9942365222341	162	0.9363992348247823	0.9364156961624869	162	179	212	0.9719101123595506
tr|A0A4U1FRD0|A0A4U1FRD0_MONMO	HOG:E0770799	Bilateria	2110.885208754976	306	0.9188607227056461	0.9189147088368232	306	339	380	1.0
tr|A0A4U1FSP8|A0A4U1FSP8_MONMO	HOG:E0761374.4b.3b	Sarcopterygii	8002.491193957209	2222	0.8548009754936046	0.6934105928582454	855	2694	4343	0.987003341997772
tr|A0A4U1FSY5|A0A4U1FSY5_MONMO	HOG:E0765842.2b	Gnathostomata	1479.6175041232354	215	1.0	0.9999989858997037	126	226	214	1.0
tr|A0A4U1FT06|A0A4U1FT06_MONMO	HOG:E0802791.6b	Amniota	1587.886008581402	306	0.6616419305095605	0.5478242363284104	189	469	316	0.8418803418803419
tr|A0A4U1FTE6|A0A4U1FTE6_MONMO	HOG:E0726876.2c.3a	Cetacea	5441.056912910642	764	0.8883120899127268	0.2749999593197589	44	868	922	0.9607843137254902
tr|A0A4U1FWD1|A0A4U1FWD1_MONMO	HOG:E0777963.4c.15a.6b.4a.3d.9b.5a	Vombatus ursinus	548.5211727022385	93	0.7558116793378507	0.16666664697226424	6	129	129	1.0
tr|A0A4U1FZU7|A0A4U1FZU7_MONMO	HOG:E0717553.2a	Artiodactyla	3191.477244542819	454	0.519340975320201	0.39662431179002955	282	1003	886	0.8353293413173652
tr|A0A4V5P6V0|A0A4V5P6V0_MONMO	HOG:E0811803.2b.3b	Chordata	2187.897735437366	395	0.625490879662956	0.49679738751705005	233	642	413	0.6396255850234009
tr|A0A4V5P783|A0A4V5P783_MONMO	HOG:E1027243.1b.6m.14d.8a	Bilateria	267.6640121889187	52	0.7021140920461654	0.12903110222909414	4	80	216	1.0
tr|A0A4V5P7S8|A0A4V5P7S8_MONMO	HOG:E0763043.2a	Vertebrata	2620.132293214967	502	0.9746383545934336	0.9606659227831368	342	521	892	1.0
tr|A0A4V5P7S9|A0A4V5P7S9_MONMO	HOG:E0744848	Euteleostomi	2506.7629431200517	302	0.7207342441109197	0.7207631749356802	302	425	357	0.7405660377358491
tr|A0A4V5P8J5|A0A4V5P8J5_MONMO	HOG:E0804695.3b.5b.16b	Vertebrata	2870.72336313416	715	0.9710165324683556	0.9670743209229895	617	742	708	1.0
tr|A0A4V5P8S5|A0A4V5P8S5_MONMO	HOG:E0803371.7k.44g.60b.63d	Chordata	1547.058359359535	439	0.9532396906426271	0.9335381739954232	295	466	566	1.0
tr|A0A4V5P975|A0A4V5P975_MONMO	HOG:E0802876.19a	Sarcopterygii	3553.728860895327	897	0.9745758954468206	0.9485415695321021	424	926	909	0.9935135135135135
tr|A0A4V5P9D4|A0A4V5P9D4_MONMO	HOG:E1027301.2g.120a.103c.43a.59b	Mammalia	1565.772368547538	536	1.0	0.8695649536154552	20	542	542	1.0
tr|A0A4V5PA34|A0A4V5PA34_MONMO	HOG:E0802099.2b	Opisthokonta	138.1845404774495	29	0.3181226021139688	0.10144702116038691	7	97	119	0.8125
tr|A0A4V5PAZ6|A0A4V5PAZ6_MONMO	HOG:E0748766	Gnathostomata	3620.0466577413904	532	0.914021523852701	0.9140847221230546	532	591	575	1.0
tr|A0A4V5PDB3|A0A4V5PDB3_MONMO	HOG:E0801799.7b.18a.9a.2b	Deuterostomia	5115.338678945895	1634	0.9638053084261443	0.9254537025602451	745	1699	1752	0.9952885747938751
tr|A0A4V5PDZ2|A0A4V5PDZ2_MONMO	HOG:E1027424.1a.4p.21o.36b	Eutheria	2046.0280719280813	516	0.9620897745929812	0.8969055172876315	174	542	538	1.0
tr|A0A4U1EAL0|A0A4U1EAL0_MONMO	HOG:E0804986.3a	Opisthokonta	574.4455513921226	118	0.623420732558562	0.5901563656413699	108	195	201	1.0
tr|A0A4U1EB09|A0A4U1EB09_MONMO	HOG:E0717464.4a	Artiodactyla	976.6475145086883	183	0.6553264303699927	0.5775858801631866	134	285	1148	0.9753521126760564
tr|A0A4U1EB88|A0A4U1EB88_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	63	N/A	N/A
tr|A0A4U1EBF5|A0A4U1EBF5_MONMO	HOG:E0763064.2cb.112a	Theria	1025.0457844909413	378	0.8149237913395541	0.35483570547389937	55	469	790	1.0
tr|A0A4U1ECE0|A0A4U1ECE0_MONMO	HOG:E0727551	Eutheria	1090.5743666069561	161	0.48190378656601657	0.48203385861716097	161	340	264	0.7964601769911505
tr|A0A4U1ECS1|A0A4U1ECS1_MONMO	HOG:E0990771.79i.249g	c__Gammaproteobacteria	764.021111861498	309	0.7870786630176051	0.4873088649654295	96	394	393	1.0
tr|A0A4U1ECY5|A0A4U1ECY5_MONMO	HOG:E0740027	Euteleostomi	3179.1937281533083	687	0.8568210404222121	0.8576535910119154	687	807	1977	0.9578163771712159
tr|A0A4U1ED31|A0A4U1ED31_MONMO	HOG:E0802052	Eukaryota	146.4342498596544	72	0.21370859893290764	0.20986715898854263	68	330	195	0.7082066869300911
tr|A0A4U1EEG2|A0A4U1EEG2_MONMO	HOG:E0729005	Eutheria	936.0411512074753	102	0.6666547255119462	0.6666664629426021	102	159	113	0.6772151898734177
tr|A0A4U1EGN9|A0A4U1EGN9_MONMO	HOG:E0818835.2o.8b	Eutheria	1800.2979242620718	340	0.8625232082153721	0.6241608681642844	93	403	404	1.0
tr|A0A4U1EGW3|A0A4U1EGW3_MONMO	HOG:E0789596.2a.6b	Vertebrata	3362.4126406493665	878	0.7752294666361664	0.7278438331921138	682	1135	1028	0.9991181657848325
tr|A0A4U1EHD0|A0A4U1EHD0_MONMO	HOG:E0749060.1b	Euteleostomi	391.43353688379545	78	0.49295124518435285	0.48051573051154023	74	164	368	1.0
tr|A0A4U1EII4|A0A4U1EII4_MONMO	HOG:E0739703	Euteleostomi	1423.6448771120245	216	0.8338502094370249	0.8339733409647027	216	267	240	0.981203007518797
tr|A0A4U1EIR2|A0A4U1EIR2_MONMO	HOG:E0801727.26b	Mammalia	1855.9821727999827	457	0.9761377852281456	0.9580138401385432	251	474	476	1.0
tr|A0A4U1EIZ8|A0A4U1EIZ8_MONMO	HOG:E0745714	Gnathostomata	1103.4775338558625	157	0.7849082646852704	0.7849972908896576	157	206	230	0.7902439024390244
tr|A0A4U1EJN6|A0A4U1EJN6_MONMO	HOG:E0804062.4a.5a	Bilateria	1526.521244869639	291	0.9264702443711228	0.8947350970520632	204	320	298	0.9655172413793104
tr|A0A4U1EK42|A0A4U1EK42_MONMO	HOG:E0730419	Theria	3070.544614984853	392	1.0	0.999998328881524	392	398	398	1.0
tr|A0A4U1EK44|A0A4U1EK44_MONMO	HOG:E0748188.4a	Boreoeutheria	2966.259689725125	451	0.9554584596749641	0.7789461350994571	74	478	812	1.0
tr|A0A4U1EKY4|A0A4U1EKY4_MONMO	HOG:E0802307.5c.10b.19a	Boreoeutheria	900.0284426915402	161	0.935873352148587	0.8382346096564475	57	178	177	1.0
tr|A0A4U1ELY8|A0A4U1ELY8_MONMO	HOG:E1033214.3b.12c.23b	Tetrapoda	1517.6715896225023	283	0.8624139525273432	0.7058807047456934	108	334	312	0.8828828828828829
tr|A0A4U1EMS6|A0A4U1EMS6_MONMO	HOG:E0745671.1d	Euteleostomi	179.3082201261422	32	0.4845265053424088	0.39285664274846444	22	72	380	0.7746478873239436
tr|A0A4U1EMS9|A0A4U1EMS9_MONMO	HOG:E0736637.2c.8b	Eutheria	798.7563317777168	118	0.7611687143777482	0.18867915003959723	10	161	149	0.925
tr|A0A4U1EN96|A0A4U1EN96_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	307	N/A	N/A
tr|A0A4U1ENR0|A0A4U1ENR0_MONMO	HOG:E0803577.2b.3b	Bilateria	1736.9707427740516	322	0.7887315592064351	0.7710500354692748	293	414	356	0.8813559322033898
tr|A0A4U1EPZ4|A0A4U1EPZ4_MONMO	HOG:E0793553.3d.1a	Vertebrata	227.8583228314891	60	0.9365892869690238	0.8909031893683986	49	70	963	1.0
tr|A0A4U1ERM5|A0A4U1ERM5_MONMO	HOG:E0745592	Gnathostomata	1806.4196996140363	266	0.9432138344507028	0.9432566780163938	266	288	310	0.9442508710801394
tr|A0A4U1ES61|A0A4U1ES61_MONMO	HOG:E0761138.4c.8a	Vertebrata	562.6754109793821	125	0.6205561375625845	0.24509678684540642	25	207	451	1.0
tr|A0A4U1ETP1|A0A4U1ETP1_MONMO	HOG:E0756159.2d.4a	Sarcopterygii	706.8147521753077	142	0.6689890804085543	0.49275138609800384	68	218	471	0.9631336405529954
tr|A0A4U1EU72|A0A4U1EU72_MONMO	HOG:E0789664.1a.8c.12b	Boreoeutheria	1311.7898391409765	206	1.0	0.9999998233960962	6	212	212	1.0
tr|A0A4U1EUJ8|A0A4U1EUJ8_MONMO	HOG:E0804718.2d.23b.27a.17a	Boreoeutheria	218.97936310764908	51	0.6524187203561282	0.19999962257776305	7	84	303	1.0
tr|A0A4U1EUY0|A0A4U1EUY0_MONMO	HOG:E0746142	Gnathostomata	2273.754514802394	300	0.9771886617792536	0.9771968354630847	300	313	331	1.0
tr|A0A4U1EVU4|A0A4U1EVU4_MONMO	HOG:E0792940.6ciw.791b.459b.343b.227b	Euteleostomi	236.06523264160865	510	0.662720426815388	0.2716525240410455	69	657	439	0.989329268292683
tr|A0A4U1EVW8|A0A4U1EVW8_MONMO	HOG:E0732703	Amniota	1741.7230650117529	249	0.5296749697205522	0.5297859949094946	249	476	258	0.7305263157894737
tr|A0A4U1EW09|A0A4U1EW09_MONMO	HOG:E1033144.4a.7a.12a.21b	Vertebrata	250.3644516842084	73	0.604637320343134	0.2999960772624645	21	126	442	1.0
tr|A0A4U1EWQ0|A0A4U1EWQ0_MONMO	HOG:E0807845.12b.2b	Gnathostomata	4212.536347735087	952	0.9681373167308028	0.9378682269498371	468	989	1011	1.0
tr|A0A4U1EWY5|A0A4U1EWY5_MONMO	HOG:E0726007	Boreoeutheria	30.308890787941905	9	0.03630929590558296	N/A	N/A	258	273	0.40077821011673154
tr|A0A4U1EXL4|A0A4U1EXL4_MONMO	HOG:E0777846.4g	Bilateria	170.61417865927993	55	0.2690891001900147	0.17934274008824075	33	208	380	0.7971014492753623
tr|A0A4U1EYA4|A0A4U1EYA4_MONMO	HOG:E0779981.2a.5a	Boreoeutheria	4986.50891349031	1426	0.9310411671532406	0.7660403874293684	370	1535	2910	1.0
tr|A0A4U1EZ24|A0A4U1EZ24_MONMO	HOG:E0745600.4a	Eutheria	1226.279763335004	200	1.0	0.9999979501678508	83	206	580	1.0
tr|A0A4U1F0J9|A0A4U1F0J9_MONMO	HOG:E0802737.13b	Bovidae	1219.651550281561	200	0.9661219114173892	0.36363634523339744	4	213	213	1.0
tr|A0A4U1F0Y8|A0A4U1F0Y8_MONMO	HOG:E0728816.1b	Boreoeutheria	2479.5218531220976	301	0.8624421066692269	0.41379266468281817	36	355	535	0.9548022598870056
tr|A0A4U1F148|A0A4U1F148_MONMO	HOG:E0738378	Sarcopterygii	3210.783666036269	539	0.7350273821671007	0.7353289146946453	539	739	671	0.8495934959349594
tr|A0A4U1F1J9|A0A4U1F1J9_MONMO	HOG:E0738070	Sarcopterygii	1191.5370886352455	150	0.9615277948071609	0.9615369224693395	150	162	162	0.9627329192546584
tr|A0A4U1F1P4|A0A4U1F1P4_MONMO	HOG:E0777938.2b.2a	Vertebrata	976.1362800199018	141	0.8244702815735387	0.8214270978998379	138	177	177	1.0
tr|A0A4U1F1T2|A0A4U1F1T2_MONMO	HOG:E0801531.10hl.663j.710d.537b	Euteleostomi	836.6589502227185	636	0.9875314862425761	0.9496834724904016	151	648	647	1.0
tr|A0A4U1F513|A0A4U1F513_MONMO	HOG:E0824058.1a	Bilateria	1371.3926954814688	222	0.8878506465806895	0.883327196428389	212	256	243	0.9882352941176471
tr|A0A4U1F523|A0A4U1F523_MONMO	HOG:E0731639	Mammalia	7069.618400132068	1432	0.5861944061656884	0.5871165990694712	1432	2448	1662	0.9145892930118512
tr|A0A4U1F541|A0A4U1F541_MONMO	HOG:E0789535.1b	Bilateria	3353.646763018252	608	0.9140388584070681	0.8905906048308223	464	672	676	1.0
tr|A0A4U1F5J5|A0A4U1F5J5_MONMO	HOG:E0815135.3b.4a.4b.18a	Artiodactyla	1699.5664688593117	281	1.0	0.9999999686826716	17	287	341	1.0
tr|A0A4U1F5X9|A0A4U1F5X9_MONMO	HOG:E0789128.2a.8a.3b.1a	Mammalia	1238.0517177158306	266	0.6102944162091221	0.20187717652209508	43	441	291	0.8727272727272727
tr|A0A4U1F682|A0A4U1F682_MONMO	HOG:E0761462.2b.5b.5a.2a	Cetacea	1031.3367429659447	137	0.895389165199311	0.6595744558164622	31	159	157	0.9367088607594937
tr|A0A4U1F6S4|A0A4U1F6S4_MONMO	HOG:E0751440.1a	Sarcopterygii	1830.9224393806335	200	0.9852203133565698	0.947368183428366	54	209	221	0.9855769230769231
tr|A0A4U1F7A9|A0A4U1F7A9_MONMO	HOG:E0804747	Eukaryota	421.09003184185167	82	0.7002072992113971	0.6581143838941124	77	123	127	1.0
tr|A0A4U1F7I7|A0A4U1F7I7_MONMO	HOG:E0792951.5e.5b.16b.28c.11c.11a	Boreoeutheria	1766.7737369329247	374	0.9440599650611016	0.5471694829730943	29	402	378	1.0
tr|A0A4U1F7L6|A0A4U1F7L6_MONMO	HOG:E0730170.5a	Balaenoptera musculus	1845.746011470056	262	0.8820894711378042	0.20689654139264813	12	308	299	1.0
tr|A0A4U1F883|A0A4U1F883_MONMO	HOG:E0729821	Theria	625.7042660556726	100	0.5462261988983592	0.5464457705951051	100	189	242	0.9361702127659575
tr|A0A4U1F8B3|A0A4U1F8B3_MONMO	HOG:E0811202.5a.19b.38b.24a.7b.3b	Afrotheria	597.2347249104909	119	0.9752784534073704	0.4999999958028323	3	128	158	1.0
tr|A0A4U1F8J5|A0A4U1F8J5_MONMO	HOG:E0801789.7b.12b.6a	Amniota	1511.0232948968182	306	0.9530044758343904	0.5588222586385186	19	327	667	0.9693251533742331
tr|A0A4U1FA78|A0A4U1FA78_MONMO	HOG:E0730369.2a	Artiodactyla	455.7097890830076	75	0.46559668635925994	0.37681140855894113	52	167	233	0.8855421686746988
tr|A0A4U1FAE9|A0A4U1FAE9_MONMO	HOG:E0803296.8a.16a.9a	Tetrapoda	161.31496946956565	35	1.0	0.9999992603299017	4	41	387	1.0
tr|A0A4U1FBC8|A0A4U1FBC8_MONMO	HOG:E0792962.6e.16c.25a	Eutheria	1195.8489550047802	301	0.9932826656708162	0.9117640411155558	31	309	465	0.9967532467532467
tr|A0A4U1FC84|A0A4U1FC84_MONMO	HOG:E0793358.1b.15a	Artiodactyla	656.8052478477448	95	1.0	0.9999999751398526	17	101	124	1.0
tr|A0A4U1FCX4|A0A4U1FCX4_MONMO	HOG:E0792942.6ar.99c.82b.72b	Artiodactyla	1464.659719179205	756	0.9879083113542555	0.5714284868394987	20	771	1530	1.0
tr|A0A4U1FD75|A0A4U1FD75_MONMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	179	N/A	N/A
tr|A0A4U1FDE3|A0A4U1FDE3_MONMO	HOG:E0759169.2a.2b	Amniota	2273.210163932109	364	1.0	0.9999992955215388	65	370	370	1.0
tr|A0A4U1FDS5|A0A4U1FDS5_MONMO	HOG:E0789785	Metazoa	377.79048769182083	85	0.3852258280850389	0.3863542256678598	85	226	476	0.4
tr|A0A4U1FEP4|A0A4U1FEP4_MONMO	HOG:E0746384.5b	Tetrapoda	500.0950432234654	89	0.5231197167435746	0.3017227309112666	35	176	305	0.5371428571428571
tr|A0A4U1FG63|A0A4U1FG63_MONMO	HOG:E0738729	Sarcopterygii	789.9536133324314	109	0.9236922695110769	0.9237259601309814	109	124	292	1.0
tr|A0A4U1FI57|A0A4U1FI57_MONMO	HOG:E0777948.3c.10a	Amniota	2184.890078542363	461	0.8641804434528033	0.7746894308789836	251	543	470	0.985239852398524
tr|A0A4U1FKK2|A0A4U1FKK2_MONMO	HOG:E0759259.1c	Vertebrata	2612.395798550373	434	1.0	0.9999975934085934	260	440	442	1.0
tr|A0A4U1FKV9|A0A4U1FKV9_MONMO	HOG:E0732787.1b.1a	Iguania	197.70063387964785	26	0.5777358403412781	0.2692307440477628	7	51	133	0.94
tr|A0A4U1FL82|A0A4U1FL82_MONMO	HOG:E0807826.2b.3c.3c.8b.6b	Eutheria	2288.1603707664112	354	0.9888109583827801	0.9199996532493734	46	364	336	0.9889807162534435
tr|A0A4U1FLT3|A0A4U1FLT3_MONMO	HOG:E0802757.5k.5f	Bilateria	729.778550595573	175	0.5098456668092458	0.5014884512092147	168	348	336	0.547550432276657
tr|A0A4U1FLY1|A0A4U1FLY1_MONMO	HOG:E0762354	Bilateria	1292.5333440187164	202	0.9527693406596592	0.9528243000529153	202	218	475	0.9539170506912442
tr|A0A4U1FM47|A0A4U1FM47_MONMO	HOG:E0803224.10a.3c.1a	Boreoeutheria	1008.7227705501218	167	0.7912250138118414	0.42105213921888635	32	217	184	0.8240740740740741
tr|A0A4U1FMP2|A0A4U1FMP2_MONMO	HOG:E0739290	Euteleostomi	5067.308475282856	900	0.7741241185556883	0.774515554032347	900	1168	1075	0.9802913453299057
tr|A0A4U1FN57|A0A4U1FN57_MONMO	HOG:E0831895.2b.2d.4b	Boreoeutheria	4608.595627045403	881	0.9616190713247877	0.558138774873502	48	942	918	1.0
tr|A0A4U1FNQ1|A0A4U1FNQ1_MONMO	HOG:E0727106	Eutheria	1139.6552479772613	164	0.6832189968655807	0.683332255629803	164	246	185	0.7918367346938775
tr|A0A4U1FNR4|A0A4U1FNR4_MONMO	HOG:E0761921.2b.4c.9a	Tetrapoda	1097.4620098215867	229	0.7079885589864356	0.29926791693992194	41	329	594	0.7164634146341463
tr|A0A4U1FQX9|A0A4U1FQX9_MONMO	HOG:E1027748.7b.10b.25d.14d.9d	Vertebrata	1785.3936579474605	453	0.9632365010511488	0.4651138430981868	20	476	588	0.9936842105263158
tr|A0A4U1FR08|A0A4U1FR08_MONMO	HOG:E0761129	Bilateria	1835.2498466241072	396	0.43790461546873977	0.4390190246492438	396	908	394	0.597574421168688
tr|A0A4U1FR42|A0A4U1FR42_MONMO	HOG:E0794525.3b.1a.4b	Boreoeutheria	1605.3592688198735	216	0.9729596242152639	0.7777776386255245	21	228	228	1.0
tr|A0A4U1FRZ4|A0A4U1FRZ4_MONMO	HOG:E0765648	Bilateria	2653.1107408660155	420	0.9437415236908353	0.943815022491125	420	451	437	0.9666666666666667
tr|A0A4U1FTB4|A0A4U1FTB4_MONMO	HOG:E0745934	Gnathostomata	2937.519120398823	431	0.9907952814343981	0.9907987936638921	431	441	441	1.0
tr|A0A4U1FTG5|A0A4U1FTG5_MONMO	HOG:E0803554.1b.1b.3a.1a	Euteleostomi	3340.0092446745102	731	0.8580848848393284	0.6765458998741796	251	857	762	1.0
tr|A0A4U1FV63|A0A4U1FV63_MONMO	HOG:E0748430	Gnathostomata	1254.0456574719358	193	0.6630465826709714	0.6632279369504606	193	297	228	0.7804054054054054
tr|A0A4V5P6X8|A0A4V5P6X8_MONMO	HOG:E0809345.3e.4a.10b	Boreoeutheria	1665.3421798359575	368	0.8774347970797592	0.6369850622368045	93	425	549	0.9009433962264151
tr|A0A4V5P7G6|A0A4V5P7G6_MONMO	HOG:E0746483	Gnathostomata	2474.142848201436	413	0.9115443275669846	0.9116915056632684	413	459	464	1.0
tr|A0A4V5P8L9|A0A4V5P8L9_MONMO	HOG:E1027301.2r	Eukaryota	56.97271773384936	55	0.32645719340434337	0.3310197371397959	48	158	555	0.9872611464968153
tr|A0A4V5P8T7|A0A4V5P8T7_MONMO	HOG:E0761142.2e.12b	Gnathostomata	1445.5127071983102	266	1.0	0.9999985493942596	151	272	418	1.0
tr|A0A4V5P9C9|A0A4V5P9C9_MONMO	HOG:E0803959.3b.20b.16c.1b	Vertebrata	1199.3870008492356	261	0.8410166422804093	0.14999869952372075	12	316	340	1.0
tr|A0A4V5PAA9|A0A4V5PAA9_MONMO	HOG:E0388628	Agaricomycetes incertae sedis	14.855072118949813	77	0.11375267993515902	N/A	N/A	436	864	0.9379310344827586
tr|A0A4V5PAM7|A0A4V5PAM7_MONMO	HOG:E0759359.1b	Chordata	8780.135323454424	1792	0.9764108355838419	0.9594613576629464	1018	1841	1843	1.0
tr|A0A4V5PAP5|A0A4V5PAP5_MONMO	HOG:E0759168.9b.3b	Amniota	532.4460501256012	83	0.49981989424724976	0.40816292146122735	60	172	89	0.5146198830409356
tr|A0A4V5PAZ8|A0A4V5PAZ8_MONMO	HOG:E0748908	Gnathostomata	4020.199632592012	636	0.8994518732896113	0.8995661584879431	636	713	983	1.0
tr|A0A4V5PB17|A0A4V5PB17_MONMO	HOG:E0747220	Gnathostomata	3020.956457927985	433	0.9664916701870199	0.9665128131158187	433	454	454	1.0
tr|A0A4V5PCH7|A0A4V5PCH7_MONMO	HOG:E0806133.3b	Opisthokonta	2308.446815394439	531	0.9195220911823266	0.9187038508945761	520	583	551	0.9450171821305842
tr|A0A4V5PCK8|A0A4V5PCK8_MONMO	HOG:E0732597.2b	Eutheria	5210.729691412659	796	0.9298308706746004	0.8276823540860166	293	875	832	0.9988558352402745
tr|A0A4V6WPA3|A0A4V6WPA3_MONMO	HOG:E0739355	Euteleostomi	5231.076768534674	925	0.9725769831928558	0.9726461578542412	925	959	969	1.0
tr|A0A4V6WPD1|A0A4V6WPD1_MONMO	HOG:E0752861.1b	Gnathostomata	4359.23144840237	747	0.977691110316768	0.9570630036536208	379	773	762	1.0
